Protein,Protein ID,Entry Name,Gene,Length,Organism,Protein Description,Protein Existence,Protein Probability,Top Peptide Probability,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins,MCF_ctrl_1,MCF_ctrl_2,MCF_ctrl_3,MCF_ctrl_4,MCF_KD_1,MCF_KD_2,MCF_KD_3,MCF_KD_4,MDA_ctrl_1,MDA_ctrl_2,MDA_ctrl_3,MDA_ctrl_4,MDA_KD_1,MDA_KD_2,MDA_KD_3,MDA_KD_4
sp|P51397|DAP1_HUMAN,P51397,DAP1_HUMAN,DAP,102,Homo sapiens OX=9606,Death-associated protein 1 ,1:Experimental evidence at protein level,0.9379,0.996,1,1,1,1,1,1,128182736,128182736,128182736,"8K(304.2071), N-term(304.2071)",,,65560.7138,59930.7665,58570.1447,49522.7199,48976.8251,71043.2195,66533.2418,60637.5977,77777.0418,62189.1809,49201.0775,88228.1933,93995.7578,85192.061,65739.6069,78198.0573
sp|Q92843|B2CL2_HUMAN,Q92843,B2CL2_HUMAN,BCL2L2,193,Homo sapiens OX=9606,Bcl-2-like protein 2 ,1:Experimental evidence at protein level,0.9379,0.996,1,1,1,1,1,1,1624676,1624676,1624676,"10K(304.2071), N-term(304.2071)",,,51868.1658,44353.0054,44689.3619,33788.4294,52464.3709,65081.6621,58354.0484,59324.3118,44384.3952,33819.9927,35013.8624,43528.6574,62226.3008,48096.4469,48487.0468,50376.4108
sp|Q9UKT8|FBXW2_HUMAN,Q9UKT8,FBXW2_HUMAN,FBXW2,454,Homo sapiens OX=9606,F-box/WD repeat-containing protein 2 ,1:Experimental evidence at protein level,0.9379,0.996,1,1,1,1,1,1,3895067,3895067,3895067,N-term(304.2071),,,63669.4514,54454.1565,51531.1111,44018.9438,64372.5139,91747.0491,46941.4319,64099.0166,81166.3215,68911.2605,72024.7467,93378.6393,109811.6953,108027.3611,108465.8295,112423.2822
sp|P30047|GFRP_HUMAN,P30047,GFRP_HUMAN,GCHFR,84,Homo sapiens OX=9606,GTP cyclohydrolase 1 feedback regulatory protein ,1:Experimental evidence at protein level,0.9378,0.996,1,1,1,1,1,1,8154796,8154796,8154796,"5K(304.2071), N-term(304.2071)",,,123155.9103,84162.4401,102134.3962,66032.8105,70183.7102,135037.6743,192673.9642,105149.0818,44343.7584,32893.4594,25334.9416,31021.1443,36175.0977,31997.2324,25867.6468,27823.009
sp|Q96HH6|TMM19_HUMAN,Q96HH6,TMM19_HUMAN,TMEM19,336,Homo sapiens OX=9606,Transmembrane protein 19 ,1:Experimental evidence at protein level,0.9374,0.9959,1,1,1,1,1,1,5829826,5829826,5829826,"7K(304.2071), N-term(304.2071)",,,55599.3656,44839.9341,49566.5629,34016.907,68228.6082,103207.2669,85810.1758,74054.9437,127580.3159,91343.4855,95350.1666,105987.9463,125523.875,104372.5682,103459.293,118980.391
sp|Q5EE01|CENPW_HUMAN,Q5EE01,CENPW_HUMAN,CENPW,88,Homo sapiens OX=9606,Centromere protein W ,1:Experimental evidence at protein level,0.9364,0.9959,1,1,1,1,1,1,3460598,3460598,3460598,N-term(304.2071),,,17324.0432,11228.512,16969.4476,8937.1474,18281.6319,20079.9249,19087.6124,22451.351,18414.2343,12586.3165,13463.7252,16725.7875,16642.4375,16859.5947,18978.7753,17337.1222
sp|Q5XKP0|MIC13_HUMAN,Q5XKP0,MIC13_HUMAN,MICOS13,118,Homo sapiens OX=9606,MIC,1:Experimental evidence at protein level,0.935,0.9958,1,1,1,2,2,2,167950812,114191432,114191432,"7K(304.2071), N-term(304.2071)",,,43697.963,33151.9865,39852.2422,29270.6438,45887.6014,63224.3125,56356.4449,48202.3488,59035.4551,42379.2209,50338.2216,58511.8455,78034.3027,58729.0549,67988.7274,69817.9832
sp|Q92535|PIGC_HUMAN,Q92535,PIGC_HUMAN,PIGC,297,Homo sapiens OX=9606,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C ,1:Experimental evidence at protein level,0.9347,0.9958,1,1,1,1,1,1,3002465,3002465,3002465,N-term(304.2071),,,46417.3573,34607.817,39837.7872,28187.2514,53552.8059,71300.3548,52890.8346,56579.7397,37121.9269,31521.8893,26958.6394,40289.8726,45046.375,37085.0226,43354.1193,44564.3012
sp|O60725|ICMT_HUMAN,O60725,ICMT_HUMAN,ICMT,284,Homo sapiens OX=9606,Protein-S-isoprenylcysteine O-methyltransferase ,1:Experimental evidence at protein level,0.9342,0.9957,1,1,1,1,1,1,6254974,6254974,6254974,"9K(304.2071), N-term(304.2071)",,,35108.7154,24119.2524,25363.7254,17182.9904,33557.5808,56549.8525,36124.3584,36624.6485,67747.7735,50646.1698,45130.2772,55568.0031,62924.793,57869.3297,52403.7956,64122.2433
sp|Q9C0H9|SRCN1_HUMAN,Q9C0H9,SRCN1_HUMAN,SRCIN1,1183,Homo sapiens OX=9606,SRC kinase signaling inhibitor 1 ,1:Experimental evidence at protein level,0.9335,0.9957,1,1,1,1,1,1,782613,782613,782613,"9K(304.2071), N-term(304.2071)",,,15048.3204,13617.6044,16091.0795,10503.1277,19578.9516,22712.6415,21144.4822,22776.9714,11024.9284,9748.3425,8844.9705,9175.1243,14308.9482,11733.7539,10921.0603,12632.2013
sp|Q9BTF0|THUM2_HUMAN,Q9BTF0,THUM2_HUMAN,THUMPD2,503,Homo sapiens OX=9606,THUMP domain-containing protein 2 ,1:Experimental evidence at protein level,0.9332,0.9957,1,1,1,1,1,1,2850556,2850556,2850556,"9K(304.2071), N-term(304.2071)",,,44867.9262,34551.3953,40494.5543,27636.7403,49009.8505,54892.2689,44144.358,45880.3934,41515.3144,31401.5176,30224.0069,44700.8447,54789.7148,44674.2772,49437.9499,52172.7567
sp|Q9UNN8|EPCR_HUMAN,Q9UNN8,EPCR_HUMAN,PROCR,238,Homo sapiens OX=9606,Endothelial protein C receptor ,1:Experimental evidence at protein level,0.9332,0.9957,1,1,1,2,2,2,3549167,3549167,3549167,N-term(304.2071),,,9582.9516,8869.7125,10173.2922,9317.0747,9787.2388,15466.7673,13925.8011,12061.8608,44846.6062,37177.6262,36298.9967,44991.4344,47864.1309,42982.0025,39867.5355,45408.2164
sp|Q14642|I5P1_HUMAN,Q14642,I5P1_HUMAN,INPP5A,412,Homo sapiens OX=9606,Inositol polyphosphate-5-phosphatase A ,1:Experimental evidence at protein level,0.9328,0.9956,1,1,1,1,1,1,2450478,2450478,2450478,"8K(304.2071), N-term(304.2071)",,,30073.2668,23440.3202,23700.0824,17007.2992,30535.312,38829.314,29164.5991,36759.1369,31780.4375,30479.2438,27394.2607,35268.6672,39569.6289,32160.2544,31255.2494,35551.9442
sp|O94812|BAIP3_HUMAN,O94812,BAIP3_HUMAN,BAIAP3,1187,Homo sapiens OX=9606,BAI1-associated protein 3 ,1:Experimental evidence at protein level,0.9322,0.9956,1,1,1,1,1,1,675342,675342,675342,"7K(304.2071), N-term(304.2071)",,,13102.4118,10139.6557,13831.8806,8283.4273,17173.2849,21076.8151,18311.8669,15104.8812,11157.1841,6631.4889,7920.0945,11510.9238,11435.8486,9477.1595,8397.8317,10158.7492
sp|Q13099|IFT88_HUMAN,Q13099,IFT88_HUMAN,IFT88,824,Homo sapiens OX=9606,Intraflagellar transport protein 88 homolog ,1:Experimental evidence at protein level,0.9319,0.9956,1,1,1,1,1,1,986017,986017,986017,"9K(304.2071), N-term(304.2071)",,,17122.4313,16462.2185,15091.5987,9053.462,17776.7181,26334.6984,22430.0599,19011.9784,25398.8596,19906.9604,19290.352,28881.4663,30157.7598,20153.869,28189.686,29498.7581
sp|P00451|FA8_HUMAN,P00451,FA8_HUMAN,F8,2351,Homo sapiens OX=9606,Coagulation factor VIII ,1:Experimental evidence at protein level,0.9313,0.9955,1,1,1,1,1,1,14641277,14641277,14641277,"1K(304.2071), 8K(304.2071), N-term(304.2071)",,,130877.0061,110169.487,120325.6973,82965.7135,153355.5724,231827.6757,194074.4508,189116.2266,184718.4067,140815.4732,133032.2931,169354.2005,212558.0156,184370.157,171642.7781,209150.1347
sp|Q9BUZ4|TRAF4_HUMAN,Q9BUZ4,TRAF4_HUMAN,TRAF4,470,Homo sapiens OX=9606,TNF receptor-associated factor 4 ,1:Experimental evidence at protein level,0.9308,0.9955,1,1,1,1,1,1,3030676,3030676,3030676,"8K(304.2071), N-term(304.2071)",,,68570.0093,51702.1553,60882.6716,42492.1359,68510.8943,87729.8364,63911.3324,63866.4521,40729.3547,35250.8155,29708.7501,39349.0637,51115.3633,38825.6595,40902.5206,44008.4532
sp|P51589|CP2J2_HUMAN,P51589,CP2J2_HUMAN,CYP2J2,502,Homo sapiens OX=9606,Cytochrome P450 2J2 ,1:Experimental evidence at protein level,0.9306,0.9955,1,1,1,2,2,2,1281899,1281899,1281899,"8K(304.2071), N-term(304.2071)",,,47330.4803,39380.2494,46343.965,35009.5076,51445.3526,64443.3762,50711.8506,55000.2341,46460.8386,38270.0197,37687.1341,51409.6647,60520.5254,43472.7765,48305.0198,54325.7015
sp|Q9NXF7|DCA16_HUMAN,Q9NXF7,DCA16_HUMAN,DCAF16,216,Homo sapiens OX=9606,DDB1- and CUL4-associated factor 16 ,1:Experimental evidence at protein level,0.9304,0.9937,1,1,1,2,2,2,11261788,11261788,11261788,"9K(304.2071), N-term(304.2071)",,,81318.6662,63812.6186,65012.3582,49642.6986,74671.8169,97678.1857,67731.7403,88317.0733,94455.5547,80120.7073,76754.7366,101559.5437,129407.5039,104491.3918,112496.4208,118982.48
sp|Q9Y2K3|MYH15_HUMAN,Q9Y2K3,MYH15_HUMAN,MYH15,1946,Homo sapiens OX=9606,Myosin-15 ,1:Experimental evidence at protein level,0.9301,0.9657,1,1,1,1,1,1,3080613,3080613,3080613,"7K(304.2071), N-term(304.2071)",,,96644.9274,99617.704,84522.1426,75179.478,104447.7262,144460.9235,113399.2904,132161.3599,120667.0191,101727.0582,98330.7462,128871.7021,165080.0469,133951.0752,171432.972,182554.863
sp|A4D0S4|LAMB4_HUMAN,A4D0S4,LAMB4_HUMAN,LAMB4,1761,Homo sapiens OX=9606,Laminin subunit beta-4 ,2:Experimental evidence at transcript level,0.9294,0.9692,1,1,1,1,1,1,4631217,1330803,1330803,"1C(57.0214), 4C(57.0214), N-term(304.2071)",,,6440.5898,4333.7654,5529.9854,3251.7966,6652.0148,8618.5694,8401.687,8185.3497,18750.962,14685.4358,15023.7562,13895.9255,15188.3174,15648.8067,15302.046,14504.3471
sp|Q9UHK6|AMACR_HUMAN,Q9UHK6,AMACR_HUMAN,AMACR,382,Homo sapiens OX=9606,Alpha-methylacyl-CoA racemase ,1:Experimental evidence at protein level,0.9287,0.9953,1,1,1,2,2,2,935541,935541,935541,N-term(304.2071),,,6416.3947,8940.9764,9473.9037,5529.2063,7077.851,10777.4352,5085.4732,8312.4616,4255.9796,4921.773,3626.7101,5622.4998,6799.7449,4832.6071,6736.3613,8897.9716
sp|Q7L1W4|LRC8D_HUMAN,Q7L1W4,LRC8D_HUMAN,LRRC8D,858,Homo sapiens OX=9606,Volume-regulated anion channel subunit LRRC8D ,1:Experimental evidence at protein level,0.9286,0.9953,1,1,1,2,2,2,712863,712863,712863,"8K(304.2071), N-term(304.2071)",,,2182.0182,1869.0974,1831.6763,0,3083.3867,7023.8264,5721.1468,7061.6088,7928.8885,7734.6195,7608.5581,7380.4153,6916.2666,7211.8303,2836.631,6443.9517
sp|Q9H8N7|ZN395_HUMAN,Q9H8N7,ZN395_HUMAN,ZNF395,513,Homo sapiens OX=9606,Zinc finger protein 395 ,1:Experimental evidence at protein level,0.9277,0.9953,1,1,1,1,1,1,4026045,4026045,4026045,"14K(304.2071), N-term(304.2071)",,,106012.5464,86322.3616,59379.8081,58268.2633,79174.9864,90050.3757,41502.6976,67876.1872,76707.4095,64926.3519,59130.5726,87686.8086,118287.1875,81323.0277,87690.2608,111130.289
sp|Q86VG3|IFTAP_HUMAN,Q86VG3,IFTAP_HUMAN,IFTAP,221,Homo sapiens OX=9606,Intraflagellar transport-associated protein ,1:Experimental evidence at protein level,0.927,0.9952,1,1,1,1,1,1,604450,604450,604450,"10K(304.2071), N-term(304.2071)",,,7538.303,6988.4922,7710.3674,6606.9695,7068.0274,11596.9951,4048.4614,7686.1506,9019.4113,7291.4632,9826.262,9810.3139,16458.9746,11621.7772,13927.8723,13070.7247
sp|Q9ULD4|BRPF3_HUMAN,Q9ULD4,BRPF3_HUMAN,BRPF3,1205,Homo sapiens OX=9606,Bromodomain and PHD finger-containing protein 3 ,1:Experimental evidence at protein level,0.9265,0.9952,1,1,1,1,1,1,1140963,1140963,1140963,"8K(304.2071), N-term(304.2071)",,,15147.6368,13289.7403,14846.7806,11911.1656,16298.138,19684.9951,19022.4462,17675.4782,19296.4319,19716.187,19575.48,23833.5931,29730.5332,22819.375,26800.3701,29464.2355
sp|Q8IWV2|CNTN4_HUMAN,Q8IWV2,CNTN4_HUMAN,CNTN4,1026,Homo sapiens OX=9606,Contactin-4 ,1:Experimental evidence at protein level,0.926,0.9952,1,1,1,1,1,1,89733064,89733064,89733064,N-term(304.2071),,,486592.3397,375716.2195,446506.4116,270922.7362,509942.1844,606981.7996,457876.3876,462626.5014,859393.2801,686765.8704,565831.6586,952059.2347,1396762.5,1075297.364,1032600.508,1042082.747
sp|Q92611|EDEM1_HUMAN,Q92611,EDEM1_HUMAN,EDEM1,657,Homo sapiens OX=9606,ER degradation-enhancing alpha-mannosidase-like protein 1 ,1:Experimental evidence at protein level,0.926,0.9951,1,1,1,2,2,2,84229735,1561415,1561415,"9K(304.2071), N-term(304.2071)",,,20264.7324,15571.4352,16645.839,15765.1013,23257.8947,29068.3014,25785.5827,22526.0277,36952.0658,29964.9797,29322.8145,37076.0186,49594.7773,38291.8153,34407.2796,47624.2336
sp|Q14526|HIC1_HUMAN,Q14526,HIC1_HUMAN,HIC1,733,Homo sapiens OX=9606,Hypermethylated in cancer 1 protein ,1:Experimental evidence at protein level,0.9254,0.9951,2,2,2,2,2,2,2424478,2424478,2424478,"17C(57.0214), 20C(57.0214), 22K(304.2071), N-term(304.2071)",,,43653.4134,35291.8738,41868.6162,32315.5959,38820.9303,65212.7458,42305.1477,53166.9871,45210.1663,32340.1727,36663.5304,45369.6199,47690.7344,47979.036,42344.6302,46928.364
sp|Q99719|SEPT5_HUMAN,Q99719,SEPT5_HUMAN,SEPTIN5,369,Homo sapiens OX=9606,Septin-5 ,1:Experimental evidence at protein level,0.9254,0.9951,1,1,1,1,1,1,1399915,1399915,1399915,"9K(304.2071), N-term(304.2071)",,,34050.3728,29863.9904,30023.2662,22545.9285,37141.9946,37696.0059,30280.584,39131.0877,33418.3624,23795.161,25094.7446,34673.796,47969.8555,41320.8972,40883.711,39192.9457
sp|Q9Y2D0|CAH5B_HUMAN,Q9Y2D0,CAH5B_HUMAN,CA5B,317,Homo sapiens OX=9606,"Carbonic anhydrase 5B, mitochondrial ",1:Experimental evidence at protein level,0.925,0.9951,1,1,1,1,1,1,1030217,1030217,1030217,"9K(304.2071), N-term(304.2071)",,,21612.2857,20116.9567,22300.1356,14366.5001,21955.3983,25463.3095,18535.3769,24759.2646,18496.844,14737.6059,17727.2822,20301.7518,27107.5527,21260.5306,25066.3123,25818.1597
sp|O60279|SUSD5_HUMAN,O60279,SUSD5_HUMAN,SUSD5,629,Homo sapiens OX=9606,Sushi domain-containing protein 5 ,1:Experimental evidence at protein level,0.9245,0.995,1,1,1,1,1,1,1740231,1740231,1740231,"9K(304.2071), N-term(304.2071)",,,36024.2996,29595.8922,32068.2562,25387.7973,32558.5078,40258.3728,27532.3418,35019.1172,48184.4507,44506.7635,40528.0122,46664.8765,72219.5156,56444.8483,66517.3216,58820.7556
sp|Q01995|TAGL_HUMAN,Q01995,TAGL_HUMAN,TAGLN,201,Homo sapiens OX=9606,Transgelin ,1:Experimental evidence at protein level,0.924,0.995,1,1,1,1,1,1,1713573,1713573,1713573,"8K(304.2071), N-term(304.2071)",,,39996.7828,28374.7055,31101.1221,33468.7287,46282.5798,67414.0072,50089.926,50158.5449,47931.5206,41252.4701,40304.888,50845.4457,75888.9219,59193.8557,53494.9987,68326.8072
sp|Q9BQ15|SOSB1_HUMAN,Q9BQ15,SOSB1_HUMAN,NABP2,211,Homo sapiens OX=9606,S,1:Experimental evidence at protein level,0.924,0.9797,2,1,2,2,1,2,392278794,375489952,392278794,"3K(304.2071), 7K(304.2071), N-term(304.2071)",,,813706.239,797178.6504,784263.7483,619240.2078,905492.1736,1336065.848,856056.7995,1066002.752,1160959.748,1082870.006,885414.9888,1344476.233,1471145.609,1403763.503,1231293.647,1669974.445
sp|O95807|TM50A_HUMAN,O95807,TM50A_HUMAN,TMEM50A,157,Homo sapiens OX=9606,Transmembrane protein 50A ,1:Experimental evidence at protein level,0.9234,0.995,1,1,1,1,1,1,3462895,3462895,3462895,N-term(42.0106),,,7102.7268,5509.871,6191.31,5298.5618,10333.7108,10099.3003,5765.8704,8923.5985,10398.4617,8206.7566,8130.6886,13206.5143,13722.0146,11167.3477,12794.9467,13486.77
sp|Q9NRH2|SNRK_HUMAN,Q9NRH2,SNRK_HUMAN,SNRK,765,Homo sapiens OX=9606,SNF-related serine/threonine-protein kinase ,1:Experimental evidence at protein level,0.9233,0.995,1,1,1,1,1,1,16729277,2864355,2864355,"9K(304.2071), N-term(304.2071)",,,41193.93,35691.1193,40222.3754,25262.3807,48222.6348,62301.1905,49326.796,52371.9918,76413.1483,69724.8674,60978.8014,77409.3071,101297.8125,84726.706,76155.457,89676.0114
sp|Q96N03|VTM2L_HUMAN,Q96N03,VTM2L_HUMAN,VSTM2L,204,Homo sapiens OX=9606,V-set and transmembrane domain-containing protein 2-like protein ,1:Experimental evidence at protein level,0.9227,0.9881,2,2,2,3,3,3,2224585,2224585,2224585,"8K(304.2071), 9K(304.2071), N-term(304.2071)",,,23227.8862,19175.3366,21224.5317,14428.4019,20660.137,27187.9241,22537.4558,27257.0889,85637.7848,60168.8049,59340.2272,59343.0479,71794.2734,60503.6189,67797.5336,81966.2452
sp|Q9Y5J5|PHLA3_HUMAN,Q9Y5J5,PHLA3_HUMAN,PHLDA3,127,Homo sapiens OX=9606,Pleckstrin homology-like domain family A member 3 ,1:Experimental evidence at protein level,0.9217,0.9949,1,1,1,2,2,2,3646304,3646304,3646304,"8K(304.2071), N-term(304.2071)",,,51164.7775,43800.6645,46360.555,33499.8435,56412.3359,77427.6399,56775.0616,63600.8428,38464.9337,33275.8326,32155.4904,42391.4362,60046.5532,44010.7285,53814.0408,53468.0884
sp|Q9Y6J0|CABIN_HUMAN,Q9Y6J0,CABIN_HUMAN,CABIN1,2220,Homo sapiens OX=9606,Calcineurin-binding protein cabin-1 ,1:Experimental evidence at protein level,0.9217,0.9918,2,2,2,2,2,2,7983077,7983077,7983077,"7K(304.2071), N-term(304.2071)",,,33514.1619,25348.18,29806.6599,21056.2183,30275.0508,47241.6169,37434.8924,40724.0654,43138.274,30924.2582,29849.0238,40641.593,48017.2393,40341.0607,37873.4262,49835.1906
sp|Q14679|TTLL4_HUMAN,Q14679,TTLL4_HUMAN,TTLL4,1199,Homo sapiens OX=9606,Tubulin monoglutamylase TTLL4 ,1:Experimental evidence at protein level,0.9214,0.9948,1,1,1,1,1,1,584181,584181,584181,"9K(304.2071), N-term(304.2071)",,,5190.3779,6041.2013,4629.3328,5197.3205,6851.5494,8468.5708,6005.2339,6923.8441,12121.676,8788.1758,8277.8721,13773.8782,10746.9824,9117.5645,12865.6504,12792.2091
sp|Q9P0P0|RN181_HUMAN,Q9P0P0,RN181_HUMAN,RNF181,153,Homo sapiens OX=9606,E3 ubiquitin-protein ligase RNF181 ,1:Experimental evidence at protein level,0.9211,0.9948,1,1,1,1,1,1,18053180,18053180,18053180,N-term(304.2071),,,72430.0073,54938.7664,75299.2514,46565.2466,82993.817,93643.6219,81180.8316,104075.8234,90229.6088,75828.095,61915.0679,81865.2109,130508.6797,101720.5459,103259.5498,110280.5069
sp|Q96EZ8|MCRS1_HUMAN,Q96EZ8,MCRS1_HUMAN,MCRS1,462,Homo sapiens OX=9606,Microspherule protein 1 ,1:Experimental evidence at protein level,0.921,0.9948,1,1,1,1,1,1,5504149,5504149,5504149,"8K(304.2071), N-term(304.2071)",,,48745.4133,44327.6504,50187.6026,47491.9299,46991.8417,63853.6366,53547.2621,47960.4249,52219.7271,54690.1075,56463.2247,80167.7134,94871.1719,73562.4453,80672.2031,84992.125
sp|Q92585|MAML1_HUMAN,Q92585,MAML1_HUMAN,MAML1,1016,Homo sapiens OX=9606,Mastermind-like protein 1 ,1:Experimental evidence at protein level,0.9206,0.9948,1,1,1,1,1,1,2633052,2633052,2633052,N-term(304.2071),,,15729.9709,13895.0373,20613.7062,9496.944,18244.1223,22372.9522,30671.0608,34109.7819,15004.4346,19098.3767,23259.8805,27479.1271,26428.0156,18826.9306,21588.4663,36655.4766
sp|Q96FN4|CPNE2_HUMAN,Q96FN4,CPNE2_HUMAN,CPNE2,548,Homo sapiens OX=9606,Copine-2 ,1:Experimental evidence at protein level,0.9205,0.9948,1,1,1,1,1,1,13098569,803014,803014,"8K(304.2071), N-term(304.2071)",,,9331.2999,4754.232,6604.0792,3987.5791,8421.4974,11676.5245,9154.4827,8790.0117,19492.8495,13181.9465,13688.9752,13848.7998,17508.1504,19915.6803,15487.8165,17463.4104
sp|P28328|PEX2_HUMAN,P28328,PEX2_HUMAN,PEX2,305,Homo sapiens OX=9606,Peroxisome biogenesis factor 2 ,1:Experimental evidence at protein level,0.9194,0.9947,1,1,1,1,1,1,3789805,3789805,3789805,N-term(304.2071),,,46595.2072,30464.869,39779.6026,25197.77,42490.1315,76841.629,53008.0279,61776.3329,74381.9615,64376.1888,62220.5294,68195.9776,74952.4688,69684.7259,72318.8255,84583.9083
sp|Q9H1J1|REN3A_HUMAN,Q9H1J1,REN3A_HUMAN,UPF3A,476,Homo sapiens OX=9606,Regulator of nonsense transcripts 3A ,1:Experimental evidence at protein level,0.9191,0.992,2,2,2,2,2,2,1947508,1947508,1947508,"9K(304.2071), N-term(304.2071)",,,25034.3174,18195.968,19457.1294,13655.6329,27033.4814,31659.0546,22816.6819,20525.5523,26171.8747,19442.8501,20719.0537,24854.2166,27767.8203,25215.3874,27627.985,31376.5168
sp|Q9BVK8|TM147_HUMAN,Q9BVK8,TM147_HUMAN,TMEM147,224,Homo sapiens OX=9606,Transmembrane protein 147 ,1:Experimental evidence at protein level,0.9183,0.9898,1,1,1,2,2,2,29667326,29667326,29667326,"7K(304.2071), N-term(304.2071)",,,82452.2805,74639.9918,89241.9141,80364.1624,116309.1451,139812.6637,87507.657,115677.9892,117752.6221,101996.5861,127923.9792,154297.1005,175515.9883,161852.7111,159693.9102,173628.1915
sp|Q7Z5N4|SDK1_HUMAN,Q7Z5N4,SDK1_HUMAN,SDK1,2213,Homo sapiens OX=9606,Protein sidekick-1 ,2:Experimental evidence at transcript level,0.9167,0.9857,2,2,2,2,2,2,6817374,6817374,6817374,N-term(304.2071),,,43621.9518,34637.961,38201.5124,27216.0768,42905.3882,53801.9582,30079.5105,47586.7545,50082.8131,45701.3979,40928.1836,52169.0412,66417.6406,55971.9373,58244.0437,61928.3862
sp|P04440|DPB1_HUMAN,P04440,DPB1_HUMAN,HLA-DPB1,258,Homo sapiens OX=9606,"HLA class II histocompatibility antigen, DP beta 1 chain ",1:Experimental evidence at protein level,0.9164,0.988,2,2,2,2,2,2,8630803,8630803,8630803,"7K(304.2071), 9M(15.9949), N-term(304.2071)",,,98500.0564,90402.5431,76886.3816,65883.7015,80426.3403,101065.5684,64436.6661,97469.5183,174713.6644,151811.4974,134583.5602,185842.6007,208741.4375,170583.6488,177610.3478,194769.4037
sp|Q96PP9|GBP4_HUMAN,Q96PP9,GBP4_HUMAN,GBP4,640,Homo sapiens OX=9606,Guanylate-binding protein 4 ,1:Experimental evidence at protein level,0.9164,0.9945,1,1,1,1,1,1,9354159,9354159,9354159,"8K(304.2071), N-term(304.2071)",,,65107.2711,63541.049,46238.7508,68296.521,56447.9159,63894.7237,34140.6655,52327.58,63479.5148,58684.4618,63601.9139,80732.0113,134482.7656,102423.664,114902.9435,121804.5061
sp|P61018|RAB4B_HUMAN,P61018,RAB4B_HUMAN,RAB4B,213,Homo sapiens OX=9606,Ras-related protein Rab-4B ,1:Experimental evidence at protein level,0.9153,0.9758,1,1,1,1,1,1,327751642,3161070,3161070,"11K(304.2071), 2C(57.0214), N-term(304.2071)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q6ZVT6|CF20D_HUMAN,Q6ZVT6,CF20D_HUMAN,CFAP20DC,689,Homo sapiens OX=9606,Protein CFAP20DC ,2:Experimental evidence at transcript level,0.9147,0.9943,1,1,1,1,1,1,10703183,10703183,10703183,"7K(304.2071), N-term(304.2071)",,,126675.7178,89013.2522,98029.8465,69062.1901,101317.7522,95320.4632,75305.6767,95604.5277,143526.718,99911.3845,105849.7158,142497.9301,222560.1094,134916.718,212615.5902,174290.5133
sp|Q86X53|ERIC1_HUMAN,Q86X53,ERIC1_HUMAN,ERICH1,443,Homo sapiens OX=9606,Glutamate-rich protein 1 ,1:Experimental evidence at protein level,0.9135,0.9943,1,1,1,2,2,2,4962202,4962202,4962202,"16K(304.2071), 2K(304.2071), N-term(304.2071)",,,16841.503,13564.8192,17654.248,9322.4488,21675.2117,27804.2811,18678.2201,19607.9431,24215.4411,23848.0413,16408.8712,20373.9944,25817.7803,23034.5055,20881.4368,23561.0235
sp|Q6UWU4|CF089_HUMAN,Q6UWU4,CF089_HUMAN,C6orf89,347,Homo sapiens OX=9606,Bombesin receptor-activated protein C6orf89 ,1:Experimental evidence at protein level,0.9124,0.9824,2,2,2,2,2,2,7045308,7045308,7045308,"7K(304.2071), 8K(304.2071), N-term(304.2071)",,,143758.6241,99220.5676,115915.9311,97795.4623,159642.2119,195040.1308,167117.3946,153382.1589,84804.64,72821.4521,65585.1634,88708.035,115739.2617,97575.7903,104554.9366,104290.8121
sp|P30039|PBLD_HUMAN,P30039,PBLD_HUMAN,PBLD,288,Homo sapiens OX=9606,Phenazine biosynthesis-like domain-containing protein ,1:Experimental evidence at protein level,0.912,0.9941,2,2,2,3,3,3,6604126,6604126,6604126,"7K(304.2071), N-term(304.2071)",,,203933.7901,156237.2069,193257.0035,102812.9476,195406.5996,250365.1613,163977.1152,204349.3809,271076.1775,234175.4777,216466.3325,296387.8535,419529.1094,449764.3358,289717.3345,391065.1513
